Index,avg_price_per_kg
480,5.560000000000001
481,4.1187499999999995
482,7.650000000000003
483,4.1187499999999995
484,5.055
485,8.367142857142856
486,5.525714285714286
487,7.565384615384616
488,4.430909090909091
489,3.960909090909091
490,4.01
491,5.660769230769232
492,6.78888888888889
493,6.654444444444445
494,7.813333333333333
495,10.362857142857143
496,6.3149999999999995
497,4.458571428571429
498,9.392499999999998
499,8.200000000000001
500,8.760000000000002
501,9.68705882352941
502,12.228571428571428
503,8.622857142857143
504,9.234615384615385
505,7.66875
506,9.995833333333334
507,7.617
508,7.010769230769231
509,7.438181818181818
510,5.6863636363636365
511,8.760000000000002
512,6.654444444444445
513,6.0121875000000005
514,4.14875
515,7.838333333333334
516,8.760000000000002
517,8.631666666666666
518,6.654444444444445
519,7.434166666666667
520,4.989000000000001
521,9.234615384615385
522,5.978571428571428
523,6.4557142857142855
524,5.911428571428572
525,7.614285714285715
526,8.653000000000002
527,7.650000000000003
528,2.1015384615384614
529,4.225714285714285
530,9.68705882352941
531,9.83727272727273
532,5.4670000000000005
533,8.760000000000002
534,7.034285714285715
535,9.392857142857142
536,8.760000000000002
537,7.189999999999999
538,6.2614285714285725
539,6.194615384615385
540,8.947142857142856
541,8.72375
542,4.928181818181818
543,7.189999999999999
544,9.083000000000002
545,7.78
546,6.5125
547,9.392499999999998
548,6.394285714285714
549,4.639166666666666
550,7.630000000000001
551,5.203529411764705
552,5.9575
553,6.1100000000000065
554,4.7
555,5.215
556,6.2614285714285725
557,9.995833333333334
558,7.541999999999999
559,5.203529411764705
560,5.807272727272728
561,8.804137931034482
562,4.5
563,5.560000000000001
564,5.660769230769232
565,7.034285714285715
566,4.639166666666666
567,9.493076923076924
568,7.760000000000001
569,9.234615384615385
570,8.212857142857143
571,4.7
572,6.0121875000000005
573,11.038749999999999
574,8.0
575,5.055
576,6.004545454545456
577,6.194615384615385
578,4.430909090909091
579,7.341428571428572
580,10.84666666666667
581,5.560000000000001
582,5.4725
583,4.430909090909091
584,4.009999999999999
585,8.483749999999999
586,8.200000000000001
587,6.417999999999999
588,12.228571428571428
589,6.83
590,7.538571428571428
591,8.797142857142857
592,7.189999999999999
593,6.194615384615385
594,6.577142857142856
595,7.821428571428571
596,6.1100000000000065
597,6.3149999999999995
598,6.670000000000001
599,7.538571428571428
600,5.660769230769232
601,6.654444444444445
602,7.760000000000001
603,10.84666666666667
604,8.622857142857143
605,7.004285714285714
606,2.008461538461539
607,7.898750000000001
608,4.01
609,9.083000000000002
610,9.168571428571427
611,8.622857142857143
612,8.088571428571429
613,7.614285714285715
614,4.752000000000001
615,10.615
616,4.724285714285714
617,6.3149999999999995
618,12.228571428571428
619,5.660769230769232
620,7.189999999999999
621,6.2614285714285725
622,10.84666666666667
623,7.630000000000001
624,5.560000000000001
625,6.1100000000000065
626,5.5030769230769225
627,6.1100000000000065
628,4.458571428571429
629,7.004285714285714
630,6.640833333333333
631,5.660769230769232
632,6.832857142857143
633,5.203529411764705
634,5.954166666666667
635,7.2784615384615385
636,5.807272727272728
637,9.048235294117646
638,5.807272727272728
639,4.473333333333334
640,8.0
641,6.394285714285714
642,5.0
643,8.367142857142856
644,4.473333333333334
645,10.84666666666667
646,6.931428571428571
647,6.654444444444445
648,4.4399999999999995
649,9.289999999999997
650,8.06125
651,5.203529411764705
652,7.434166666666667
653,6.03
654,8.739999999999998
655,4.752000000000001
656,7.617
657,5.978571428571428
658,4.473333333333334
659,6.03
660,9.234615384615385
661,6.1100000000000065
662,6.670000000000001
663,6.1100000000000065
664,1.1544444444444446
665,10.84666666666667
666,8.200000000000001
667,7.438181818181818
668,4.928181818181818
669,11.532727272727273
670,7.173749999999999
671,9.83727272727273
672,5.654285714285715
673,5.203529411764705
674,7.2784615384615385
675,10.362857142857143
676,10.077142857142857
677,3.6314285714285717
678,6.791538461538461
679,7.665833333333333
680,3.6314285714285717
681,4.430909090909091
682,8.797142857142857
683,6.1100000000000065
684,7.630000000000001
685,7.630000000000001
